the_geom,address,allzoning1,allzoning2,appbbl,appdate,areasource,assessland,assesstot,bbl,bldgarea,bldgclass,bldgdepth,bldgfront,block,borocode,bsmtcode,builtcode,builtfar,cb2010,cd,comarea,commfar,condono,council,ct2010,easements,edesignum,exemptland,exempttot,ext,facilfar,factryarea,firecomp,garagearea,healtharea,histdist,irrlotcode,landmark,landuse,lot,lotarea,lotdepth,lotfront,lottype,ltdheight,numbldgs,numfloors,officearea,otherarea,overlay1,overlay2,ownername,ownertype,plutomapid,policeprct,proxcode,resarea,residfar,retailarea,sanborn,schooldist,spdist1,spdist2,splitzone,strgearea,taxmap,tract2010,unitsres,unitstotal,version,xcoord,ycoord,yearalter1,yearalter2,yearbuilt,zipcode,zmcode,zonedist1,zonedist2,zonedist3,zonedist4,zonemap
0106000020E610000001000000010300000001000000050000007DAEB929BF8052C05BE011AB205A44405EE64B33BF8052C06D7824401F5A4440FFBC9246C58052C0302B96791F5A44408256ED4BC58052C07E580041215A44407DAEB929BF8052C05BE011AB205A4440,88 BROAD STREET,C5-5/LM,,0,,7,332100,360900,1000110026,4920,K4,95,16,11,1,2,E,3,1003,101,4920,15,0,1,9,0,,0,0,,15,0,L015,0,7700,,Y,,4,26,1640,94.5,15.92,3,,1,3,0,0,,,"88 BROAD STREET,",,1,1,3,0,10,4920,101S001,2,LM,,N,0,10101,9,0,2,15v1,980961,195801,0,0,1910,10004,,C5-5,,,,12b
0106000020E61000000100000001030000000100000005000000E9A8DFC0BE8052C01505595E305A4440CE4314BBC48052C0905D3740305A44402E394BCAC48052C0FA93ED5E335A4440407F60AABE8052C00AA17A87335A4440E9A8DFC0BE8052C01505595E305A4440,74 BROAD STREET,C5-5/LM,,0,,7,639000,1803600,1000110017,21216,O9,100,33,11,1,2,,6.45,1003,101,21216,15,0,1,9,0,,0,0,,15,0,L015,0,7700,,Y,,5,17,3287,100.58,33.75,3,,1,6,18316,0,,,74 BROAD LLC,,1,1,1,0,10,2900,101S001,2,LM,,N,0,10101,9,0,5,15v1,980971,195998,1973,0,1930,10004,,C5-5,,,,12b
0106000020E61000000100000001030000000100000006000000F7ECDDB0BB8052C0E5046010605A4440A473832EBE8052C089FC29C0615A44401C809ACBC38052C0C74CD0FB665A4440EDA6D9F0C18052C0E6AC93A86E5A4440CE62FE05BA8052C0E51A0097675A4440F7ECDDB0BB8052C0E5046010605A4440,30 BROAD STREET,C5-5/LM,,0,,7,9945000,28584000,1000240029,370000,O4,149.83,88.08,24,1,2,,27.99,1001,101,370000,15,0,1,9,0,,0,0,,15,0,L015,0,7700,,Y,,5,29,13220,149.83,88.08,3,,1,46,362072,0,,,GOTHAM BROAD LLC,P,1,1,0,0,10,7928,101S004,2,LM,,N,0,10101,9,0,0,15v1,981019,196591,0,0,1932,10004,,C5-5,,,,12b
0106000020E610000001000000010300000001000000050000005DCE2BEDB38052C0D29C94B6BA5A44400781A8FDB58052C02D5F4BA9B55A4440B4A197C8C38052C05AFC6511C25A4440C7EE8203C28052C08423E561C75A44405DCE2BEDB38052C0D29C94B6BA5A4440,115 BROADWAY,C5-5/LM,,0,,7,4486500,30654900,1000500001,396607,O3,268,61,50,1,2,,23.86,1011,101,396607,15,0,1,13,0,,0,0,,15,0,E010,0,7700,,Y,U. S. REALTY BUILDING,5,1,16620,275.25,61,1,,1,21,374003,0,,,"TRINITY CENTRE, LLC",P,1,1,1,0,10,22604,101S010,2,LM,,N,0,10101,13,0,33,15v1,981070,197561,1989,0,1907,10006,,C5-5,,,,12b
0106000020E61000000100000001030000000100000005000000E8AAE2BAC28052C01DD407DF345A44404F5C84C9C28052C03C844CC8395A44401928688DBE8052C0AE990753395A444081F04EA5BE8052C018D449FB345A4440E8AAE2BAC28052C01DD407DF345A4440,70 BROAD STREET,C5-5/LM,,0,,7,900000,3051900,1000110015,19478,O9,65,43,11,1,0,,6.37,1004,101,15218,15,0,1,9,0,,0,0,,15,0,L015,0,7700,,Y,AMERICAN BANK NOTE COMPANY OFFICE B,5,15,3060,66.08,44,3,,1,5.5,15218,0,,,"70 BROAD, LLC",,1,1,2,4260,10,0,101S001,2,LM,,N,0,10101,9,0,1,15v1,980988,196058,1989,2007,1908,10004,,C5-5,,,,12b
0106000020E6100000010000000103000000010000000A000000FFA82514B68052C06389A188735A44409FD7AA4AB98052C0BF6A8F8F695A444034DD3057C18052C0E0C5247D705A444020440477BF8052C0DB9586EA765A444069DD99FCBD8052C0D40820317B5A44402F4E2ADFBA8052C00CE537DF785A44401A5732C8BA8052C01AE6C818795A444086B845D2B98052C078595C51785A4440F63D2534BA8052C08D0A6B16775A4440FFA82514B68052C06389A188735A4440,20 BROAD STREET,C5-5/LM,,0,,7,12780000,60889500,1000230050,466820,O3,150.67,121.5,23,1,2,,23.37,1008,101,466820,15,0,1,7,0,,0,0,,15,0,L015,0,7700,,Y,,5,50,19975,150.67,121.5,5,,1,27,466820,0,,,NY STOCK EXCHANGE BLD,P,1,1,0,0,10,0,101S004,2,LM,,N,0,10101,7,0,1,15v1,981072,196715,0,0,1956,10004,,C5-5,,,,12b
0106000020E61000000200000001030000000100000005000000CC208039A68052C074406A95DA5A4440F0B38B81AD8052C06500E786C95A4440C14E237BBC8052C068A1F928D75A4440966C2F74B68052C0A96ED05BE95A4440CC208039A68052C074406A95DA5A4440010300000001000000050000000B290C95AF8052C045AFE39BC45A44402F4D5BA1B28052C04926FE77BD5A4440D2614E0AC18052C029AE7773CA5A44409E8BA74CBE8052C027CD4EF2D15A44400B290C95AF8052C045AFE39BC45A4440,1 LIBERTY PLAZA,C5-5/LM,,1000620001,3/8/01,7,69750003,289783352,1000627501,1690747,RB,0,0,62,1,5,,17.73,1006,101,1690747,15,1178,1,13,0,,7480687,31079263,,15,0,E010,0,7700,,Y,,5,7501,95348,315.44,226.11,0,,1,54,1690747,0,,,ONE LIBERTY PLAZA CON,,1,1,0,0,10,0,11S 010,2,LM,,N,0,10102,13,0,17,15v1,981129,197663,0,0,1973,10006,,C5-5,,,,12b
0106000020E6100000010000000103000000010000000C000000FFA82514B68052C06389A188735A4440F63D2534BA8052C08D0A6B16775A444086B845D2B98052C078595C51785A44401A5732C8BA8052C01AE6C818795A44402F4E2ADFBA8052C00CE537DF785A444069DD99FCBD8052C0D40820317B5A44401DF4A6DBB98052C01D903308885A4440489D622FB88052C04152C23D8D5A44400CDCBAF3B48052C02C11A1E7885A444023CBB0E9B08052C024256D91835A444099F7AB6FB28052C0157AF3D67E5A4440FFA82514B68052C06389A188735A4440,2 BROAD STREET,C5-5/LM,,0,,7,14625000,23604300,1000230019,240279,O3,156.5,195.92,23,1,2,,7.66,1008,101,240279,15,0,1,7,0,,0,0,,15,0,L015,0,7700,,Y,NEW YORK STOCK EXCHANGE,5,19,31350,156.5,195.92,3,,2,23,240279,0,,,NEW YORK STOCK EXCHAN,P,1,1,0,0,10,0,101S004,2,LM,,N,0,10101,7,0,1,15v1,981147,196867,2006,0,1904,10004,,C5-5,,,,12b
0106000020E61000000100000001030000000100000006000000D865DF59B58052C0414EF449965A4440E319A5F0B78052C0B8BFD9BA905A4440CBF2E396BD8052C06F526998975A444030946F3ABB8052C085150F439D5A4440AC0A6A3CB68052C0B805BD56975A4440D865DF59B58052C0414EF449965A4440,2 WALL STREET,C5-5/LM,,0,,7,4095000,18162900,1000460001,173159,O3,72.33,114.58,46,1,2,,20.1,1006,101,173159,15,0,1,7,0,,0,0,,15,0,E004,0,7700,,Y,,5,1,8615,72.33,114.58,3,,1,21,150927,0,,,FIELDSTONE CAPITAL IN,,1,1,0,0,10,22232,101S005,2,LM,,N,0,10101,7,0,3,15v1,981110,197122,0,0,1932,10005,,C5-5,,,,12b
0106000020E61000000100000001030000000100000005000000FC9E9609B08052C0E9D239B15E5B444002D456EEB48052C0BAF79C47525B4440FC41A6C1BC8052C0AE1EF056595B44409B8069AEBA8052C0E741D09B685B4440FC9E9609B08052C0E9D239B15E5B4440,30 WEST BROADWAY,C6-4/LM,,0,,7,7825050,58786200,1001270001,331000,W5,175,159,127,1,2,,11.42,2009,101,331000,10,0,1,21,0,,7825050,58786200,E,10,0,L010,0,7700,,Y,,8,1,28981,208.75,158.75,1,,1,15,0,331000,,,CITY UNIVERSITY OF NE,C,1,1,1,0,10,0,101S014,2,LM,,N,0,10104,21,0,1,15v1,981153,199325,2010,1998,2010,10007,,C6-4,,,,12b
0106000020E6100000010000000103000000010000001100000041CB198CB08052C004A8690E2B5A4440FB8B6BAEAE8052C0DEAC9914245A444016FFC7D4AE8052C0C2BDDDFB1F5A44405388832EAE8052C07ECABF831C5A44401AA2C2FEAD8052C04A37AE841B5A44408F0B8F96AC8052C05E3B2825185A4440F155C154AC8052C0E338476F175A4440C68E6A0EB08052C0066EFCEC125A44400C0A363ABC8052C00B9C002D0F5A4440EEA5AA21BC8052C04AF83721155A4440B889CEAEBB8052C0AE9AA01C155A4440749A3D9EBB8052C06FF1E8E3185A4440D2A20220BC8052C0EE281BE9185A44402638A31ABC8052C04BD59D53245A4440D846C77FB68052C004724A33275A44405073D5AFB08052C08EE3FE932B5A444041CB198CB08052C004A8690E2B5A4440,91 BROAD STREET,C5-5/LM,,1000290001,10/15/08,7,40500000,81948600,1000290001,993569,O4,246,115,29,1,5,,23.23,1010,101,993569,15,0,1,9,0,,0,0,,15,0,L015,0,7700,,Y,,5,1,42762,290,232,3,,1,31,993569,0,,,85 BROAD PROPCO LLC,,1,1,0,0,10,0,101S002,2,LM,,N,0,10101,9,0,1,15v1,981185,195760,0,0,1983,10004,,C5-5,,,,12b
0106000020E61000000100000001030000000100000007000000105BC59EA18052C08568FC5E3A5B4440B60613C2A48052C032B2D35B325B444010624EC5A48052C0BAA2D05E325B4440D96EB9FBA78052C0340B1C372A5B444085CDE4F2BB8052C0212E91A33C5B4440581B8087B38052C0E9C7ECE84A5B4440105BC59EA18052C08568FC5E3A5B4440,90 CHURCH STREET,C5-3/LM,,0,,7,16965000,86113350,1000860001,1154357,O7,372,200,86,1,1,,15.3,1010,101,1154357,15,0,1,21,0,,16965000,86113350,,15,0,E010,0,7700,,Y,,5,1,75460,392.25,203,1,,1,15,1154357,0,,,U S POSTAL SERVICE,P,1,1,1,0,10,0,101S014,2,LM,,N,0,10102,21,0,1,15v1,981300,198945,1964,2005,1935,10007,,C5-3,,,,12b
0106000020E6100000010000000103000000010000000C000000EB99B45AB48052C0759A2B31375A4440E4DCF72EB48052C070EE2C2D355A444003D7CE46B48052C0EBC8411C355A4440C21B7B15B48052C0A8BBEB96345A4440CA754A54B58052C09E8D5C38345A4440BB6FED4FB48052C0FE63648E305A4440B00C1738B38052C026FB3D9E2C5A44403D4F877FB78052C09CEB12A3295A44400469CBD2BB8052C029D7E283275A444051FBB388BB8052C0BC33FEDB3C5A4440798F26EDB48052C0C2446EEB3D5A4440EB99B45AB48052C0759A2B31375A4440,75 BROAD STREET,C5-5/LM,,0,,7,11745000,70442100,1000290070,661283,O3,112.17,230.33,29,1,2,,25.37,1005,101,661283,15,0,1,9,0,,0,2664000,,15,0,L015,0,7700,,Y,,5,70,26068,112.17,230.33,3,,1,35,646657,0,,,75 BROAD LLC,P,1,1,0,0,10,14626,101S002,2,LM,,N,0,10101,9,0,1,15v1,981134,196012,1929,2004,1928,10004,,C5-5,,,,12b
0106000020E6100000010000000103000000010000000700000022061EF4B78052C057936120085A444051CB826FB98052C05782FD72075A44401926EB64B98052C0152F2229075A444098374D7CBB8052C0A12B6D34065A4440429B66AABB8052C07F0140340A5A4440C816A287B88052C05C8D32A30B5A444022061EF4B78052C057936120085A4440,99 BROAD STREET,C5-5/LM,,0,,7,450000,864000,1000070035,8119,P7,63,41,7,1,2,E,3.57,1010,101,8119,15,0,1,9,0,,360000,691200,,15,0,L015,0,7700,Fraunces Tavern Block,Y,,8,35,2275,55.25,42.17,3,,1,4,0,5768,,,SONS OF THE REVOLUTIO,,1,1,3,0,10,2351,101S002,2,LM,,N,0,10101,9,0,3,15v1,981103,195543,0,0,1900,10004,,C5-5,,,,12b
0106000020E61000000100000001030000000100000009000000FEADAD89B78052C041FC6698055A4440D6CC9967B78052C04900BACD045A444050A27213B98052C073049C0A045A44408B594254BB8052C05C838D03035A444098374D7CBB8052C0A12B6D34065A44401926EB64B98052C0152F2229075A444051CB826FB98052C05782FD72075A444022061EF4B78052C057936120085A4440FEADAD89B78052C041FC6698055A4440,101 BROAD STREET,C5-5/LM,,0,,7,450000,847800,1000070033,6120,P7,69,34,7,1,2,E,2.81,1016,101,6120,15,0,1,9,0,,292500,551073,,15,0,L015,0,7700,Fraunces Tavern Block,Y,,8,33,2180,69.75,34.92,5,,1,3,0,3940,,,SONS OF THE REVOLUTIO,,1,1,3,0,10,2180,101S002,2,LM,,N,0,10101,9,0,3,15v1,981110,195505,0,0,1900,10004,,C5-5,,,,12b
0106000020E61000000100000001030000000100000005000000B4F37657B88052C00C60F06E005A4440C07B9117BB8052C07AECA700FF5944408B594254BB8052C05C838D03035A444050A27213B98052C073049C0A045A4440B4F37657B88052C00C60F06E005A4440,105 BROAD STREET,C5-5/LM,,0,,7,540000,822150,1000070031,7475,K4,44,36,7,1,2,E,4.94,1016,101,4485,15,0,1,9,0,,0,0,,15,0,L015,0,7700,Fraunces Tavern Block,Y,,4,31,1512,46.67,36.17,3,,1,5,1495,0,,,FASHION MANAGEMENT CO,P,1,1,3,2990,10,2990,101S002,2,LM,,N,0,10101,9,0,7,15v1,981102,195461,0,0,1935,10004,,C5-5,,,,12b
0106000020E6100000010000000103000000010000000A000000A743D15AAF8052C027E2D6004B5A4440485F0908AE8052C05A4B8418425A4440F649970AB08052C08DDF52CD415A444096AD0E56BB8052C0868788CC405A44404E33D32EBA8052C06FD25C974C5A44404357F74DB48052C0C7D35B274C5A444013846274B38052C0739628174C5A44404F70B706B18052C0EE94E1E84B5A44406111F6DFB08052C0DE34DBB14A5A4440A743D15AAF8052C027E2D6004B5A4440,55 BROAD STREET,C5-5/LM,,0,,7,10530000,23650650,1000250001,406025,O3,216,131,25,1,2,,17.55,1000,101,406025,15,0,1,9,0,,0,0,,15,0,L015,0,7700,,Y,,5,1,23132,183.5,130.75,3,,1,31,397073,0,,,55 BROAD STREET COMPA,P,1,1,3,0,10,8952,101S005,2,LM,,N,0,10101,9,0,6,15v1,981187,196228,0,0,1968,10004,,C5-5,,,,12b
0106000020E61000000100000001030000000100000008000000D57AE9F8B08052C0F9D8A4D79F5A44407DCD93E1B38052C08B22B798995A44408583F0D5B38052C0F447E88A995A4440D865DF59B58052C0414EF449965A4440AC0A6A3CB68052C0B805BD56975A444030946F3ABB8052C085150F439D5A444037CBA51DB78052C06E2AA321A75A4440D57AE9F8B08052C0F9D8A4D79F5A4440,100 BROADWAY,C5-5/LM,,0,,7,5805000,27349200,1000460003,364390,O3,125.58,123.17,46,1,2,,24.37,1006,101,364390,15,0,1,7,0,,0,0,,15,0,E004,0,7700,,Y,AMERICAN SURETY COMPANY BUILDING,5,3,14950,125.58,123.17,3,,1,24,333178,0,,,NW 100 BROADWAY PROPE,P,1,1,0,0,10,31212,101S005,2,LM,,N,0,10101,7,0,1,15v1,981167,197208,2003,0,1922,10005,,C5-5,,,,12b
0106000020E6100000020000000103000000010000000F0000006A700AEEB88052C05E6474B2C2594440F884AF9FB78052C0F30A6110BC594440F2C43935B68052C0612767BCBC594440829396EEB58052C0EED4AE40BB59444098B6910DB68052C033E4742CBB59444087CF3E55B68052C0D577928FBC5944407C4E04F5B78052C0A2ABCED3BB594440237F337BBA8052C07BC84355C85944401B51C101BA8052C0A8EC338CC85944407137A64DB58052C0D3E3C2D2CA59444002BCF745B58052C0AEECB3ACCA5944400ED1125EB78052C0B8A2AAAAC95944400BA85077B68052C0A01F9A3EC55944404C11C5F5B68052C05C39D047C35944406A700AEEB88052C05E6474B2C259444001030000000100000005000000797E7F2DB58052C03069176BB7594440A03C1B49B58052C08790135FB7594440BDF36A9BB58052C0B93DE1F6B85944406D2D2674B58052C0399954FCB8594440797E7F2DB58052C03069176BB7594440,MARGINAL STREET,C4-6/LM,,1000020001,8/7/12,7,735750,798300,1000020003,7500,Y7,75,50,2,1,5,,0.19,,101,7500,3.4,0,1,9,0,,0,0,,10,0,L015,0,7700,,N,,7,3,38800,564.56,91.9,2,,0,1,0,7500,,,,,1,1,0,0,10,0,101N100,2,LM,,N,0,10101,9,0,0,15v1,0,0,0,0,1900,10004,,C4-6,,,,12b
0106000020E6100000010000000103000000010000000E00000047DF7E3EAF8052C052FCD2B6535A4440FA495FA6AE8052C0B73B0CF24E5A44400FA12A30AE8052C009FB713D4B5A4440A743D15AAF8052C027E2D6004B5A44406111F6DFB08052C0DE34DBB14A5A44404F70B706B18052C0EE94E1E84B5A444013846274B38052C0739628174C5A44404357F74DB48052C0C7D35B274C5A44404E33D32EBA8052C06FD25C974C5A4440554223A2B98052C09C1BED35525A44407F3BC5B3B18052C09C3C9D55515A4440782E9A12B28052C04EA09E4E545A44407E520A0EB28052C0427D53A0545A444047DF7E3EAF8052C052FCD2B6535A4440,43 BROAD STREET,C5-5/LM,,1000250007,4/25/13,4,5062050,5062050,1000250007,0,V1,0,0,25,1,5,,0,1000,101,0,15,0,1,9,0,,0,0,,15,0,L015,0,7700,,Y,,11,7,13202,128.12,63.44,5,,0,0,0,0,,,45 BROAD STREET L/CAL,P,1,1,0,0,10,0,101S005,2,LM,,N,0,10101,9,0,0,15v1,981208,196324,0,0,0,10004,,C5-5,,,,12b
0106000020E61000000100000001030000000100000007000000075FFDC6A58052C05EEE68E9EE5944407E56268DB78052C0EA6B6F18E95944409B98B8E8B78052C0125BF785EB594440FF503E85B88052C0450A51ACEF5944402D25C0D8B98052C06241A4ACF8594440BB3A9484A88052C023A98F83015A4440075FFDC6A58052C05EEE68E9EE594440,115 BROAD STREET,C5-5/LM,,0,,7,20880000,61222500,1000050010,1016406,O4,275.75,147.83,5,1,2,,18.81,1017,101,1016406,15,0,1,9,0,,0,0,,15,0,L015,0,7700,,Y,,5,10,54023,297.33,167.08,5,,1,22,1016406,0,,,4 NYP VENTURES LLC,,1,1,0,0,10,0,101S002,2,LM,,N,0,10101,9,0,1,15v1,981277,195317,0,0,1969,10004,,C5-5,,,,12b
0106000020E610000001000000010300000001000000050000004C4E05F6A88052C0BF2B31A4705B44401F23EC20AE8052C02F20B888635B4440EBAEE5DDB98052C0B3AF0F9A6E5B4440D9410BC0B78052C0B4F1EB2C7E5B44404C4E05F6A88052C0BF2B31A4705B4440,253 GREENWICH STREET,C6-4/LM,,0,,7,7785000,52189650,1001270018,550000,O3,276,163,127,1,2,,12.91,2005,101,550000,10,0,1,21,0,,0,0,,10,0,L010,19000,7700,,Y,,5,18,42601,288,165,1,,1,13,518700,0,,,RESNICK 75 PARK PLACE,P,1,1,1,0,10,12300,101S014,2,LM,,N,0,10104,21,0,13,15v1,981236,199541,2003,0,1987,10007,,C6-4,,,,12b
0106000020E6100000010000000103000000010000000A0000007E520A0EB28052C0427D53A0545A4440782E9A12B28052C04EA09E4E545A44407F3BC5B3B18052C09C3C9D55515A4440554223A2B98052C09C1BED35525A4440D8213620B98052C0AF896B66575A444016E2890EB88052C09ADC9B945B5A4440C3D549BBB18052C058436496595A444010F9C748B28052C07D040359575A4440728343EAB18052C0BDC14B21575A44407E520A0EB28052C0427D53A0545A4440,41 BROAD STREET,C5-5/LM,,0,,7,2949750,11463750,1000250010,91553,W8,128.08,106.67,25,1,2,,8.24,1000,101,91553,15,0,1,9,0,,0,1325700,,15,0,L015,0,7700,,Y,,8,10,11110,128.08,106.67,5,,1,9,0,91553,,,WALWILHAL ASSOCIATES,,1,1,0,0,10,0,101S005,2,LM,,N,0,10101,9,0,1,15v1,981176,196401,2004,0,1929,10004,,C5-5,,,,12b
0106000020E6100000010000000103000000010000000500000073CD53CCB68052C042F77B3C015A4440B4F37657B88052C00C60F06E005A444050A27213B98052C073049C0A045A4440D6CC9967B78052C04900BACD045A444073CD53CCB68052C042F77B3C015A4440,24 WATER STREET,C5-5/LM,,0,,7,179550,623700,1000070030,6045,P7,36,28,7,1,2,E,5.72,1016,101,6045,15,0,1,9,0,,107730,374220,,15,0,L015,0,7700,Fraunces Tavern Block,Y,,8,30,1057,35.75,27.92,5,,1,5,0,3171,,,SONS OF THE REVOLUTIO,,1,1,3,0,10,2016,101S002,2,LM,,N,858,10101,9,0,2,15v1,981137,195473,0,0,1900,10004,,C5-5,,,,12b
0106000020E61000000100000001030000000100000008000000A72CEE18B68052C0A07F47A2075A444053A2E601B68052C02B5E8715075A4440A2BE24E3B58052C0F7F88B59065A4440FEADAD89B78052C041FC6698055A444022061EF4B78052C057936120085A4440C816A287B88052C05C8D32A30B5A4440BFC347E0B68052C0B6D2B4640C5A4440A72CEE18B68052C0A07F47A2075A4440,58 PEARL STREET,C5-5/LM,,0,,7,370800,876600,1000070037,9240,P7,66,29,7,1,2,E,4.9,1016,101,9240,15,0,1,9,0,,241020,569790,,15,0,L015,0,7700,Fraunces Tavern Block,Y,,8,37,1885,66.92,29,5,,1,5.5,0,5470,,,SONS OF THE REVOLUTIO,,1,1,3,0,10,3770,101S002,2,LM,,N,0,10101,9,0,2,15v1,981149,195544,0,0,1900,10004,,C5-5,,,,12b
0106000020E6100000010000000103000000010000000B0000005355F0B8A88052C0B1FAE33D5B5A4440021AA783AB8052C059DD30C9525A4440A13EBB7DAF8052C0BB0B4DB2555A444047DF7E3EAF8052C052FCD2B6535A44407E520A0EB28052C0427D53A0545A4440728343EAB18052C0BDC14B21575A444010F9C748B28052C07D040359575A4440C3D549BBB18052C058436496595A444016E2890EB88052C09ADC9B945B5A44402922169EB58052C05D09801E655A44405355F0B8A88052C0B1FAE33D5B5A4440,25 BROAD STREET,C5-5/LM,,1000250007,4/25/13,7,5510700,38990250,1000250019,518034,D9,236,107,25,1,1,E,21.08,1000,101,20000,15,0,1,9,0,,0,0,,15,0,L015,0,7700,,Y,BROAD EXCHANGE BUILDING,3,19,24572,236.25,106.67,3,,1,21,0,0,,,25 BROAD STREET L/CAL,P,1,1,3,498034,10,20000,101S005,2,LM,,N,0,10101,9,308,311,15v1,981265,196462,1996,0,1900,10004,,C5-5,,,,12b
0106000020E6100000010000000103000000010000000C000000E319A5F0B78052C0B8BFD9BA905A4440D865DF59B58052C0414EF449965A44408583F0D5B38052C0F447E88A995A44407DCD93E1B38052C08B22B798995A4440D57AE9F8B08052C0F9D8A4D79F5A444016429D7AA88052C07512F5BE955A4440E1BDABFAAB8052C067132CD98D5A44405104B6C5AC8052C0B6E510CA8E5A4440A7819D92AD8052C0B9AB600F8D5A44401BEF609FAD8052C0EB5C851E8D5A444035581A47B08052C039C9066B875A4440E319A5F0B78052C0B8BFD9BA905A4440,14 WALL STREET,C5-5/LM,,0,,7,23400000,69912450,1000460009,839749,O4,196.25,160,46,1,5,,25.49,1006,101,839749,15,0,1,7,0,,0,0,,15,0,E004,0,7700,,Y,14 WALL STREET BUILDING,5,9,32947,196.25,160,3,,1,30,814801,0,,,ROZA 14W LLC,P,1,1,0,0,10,24948,101S005,2,LM,,N,0,10101,7,0,1,15v1,981266,197084,0,0,1912,10005,,C5-5,,,,12b
0106000020E61000000100000001030000000100000006000000A90209A9A38052C00D26B98AE059444088791D39A78052C0069B9C91DE59444039E273FBB48052C053665DA8D75944407E56268DB78052C0EA6B6F18E9594440075FFDC6A58052C05EEE68E9EE594440A90209A9A38052C00D26B98AE0594440,125 BROAD STREET,C5-5/LM,,1000050001,5/16/95,7,30960001,131076901,1000057501,1024229,RB,0,0,5,1,5,,18.96,1017,101,1024229,15,898,1,9,0,,2558536,10832196,,15,0,L015,0,7700,,Y,,5,7501,54023,296.45,197.87,3,,1,40,1024229,0,,,125 BROAD CONDOMINIUM,,1,1,3,0,10,0,101S002,2,LM,,N,0,10101,9,0,7,15v1,981309,195131,0,0,1970,10004,,C5-5,,,,12b
0106000020E6100000010000000103000000010000000A000000369055BBB58052C063C980CA015A444073CD53CCB68052C042F77B3C015A4440D6CC9967B78052C04900BACD045A4440FEADAD89B78052C041FC6698055A4440A2BE24E3B58052C0F7F88B59065A444053A2E601B68052C02B5E8715075A44407CD192D5B58052C01191AB29075A4440BF73549CB58052C05734CDCB055A44409BF3675CB68052C0B0DA0074055A4440369055BBB58052C063C980CA015A4440,26 WATER STREET,C5-5/LM,,0,,7,132750,390600,1000070029,4800,P7,39,19,7,1,2,E,5.76,1016,101,4800,15,0,1,9,0,,79650,234360,,15,0,L015,0,7700,Fraunces Tavern Block,Y,,8,29,833,41,19,5,,1,5,0,2400,,,SONS OF THE REVOLUTIO,,1,1,3,0,10,1600,101S002,2,LM,,N,800,10101,9,0,2,15v1,981160,195488,0,0,1900,10004,,C5-5,,,,12b
0106000020E61000000100000001030000000100000007000000A5D4122CAD8052C0A78FFEA68D5B444080814884AF8052C0A41A7EB5875B4440FE5022BFB08052C05C1143D4885B4440A6D58100B48052C05AFE7493805B4440EC0E6A25B78052C009639470835B4440E0F9D3D7B48052C0D9F36899945B4440A5D4122CAD8052C0A78FFEA68D5B4440,275 GREENWICH STREET,C6-3/TMU,C6-2A,0,,7,5214530,20237397,1001327501,123089,RM,0,0,132,1,5,,4.41,2004,101,13286,6,401,1,21,0,,172581,198920,,10,0,L010,0,7700,,Y,,4,7501,27901,186.34,131.52,5,,1,11,0,3550,,,GREENWICH COURT CONDO,,1,1,0,109803,7.52,9736,101S015,2,TMU,,Y,0,10104,21,128,129,15v1,981222,199833,0,0,1987,10007,,C6-3,C6-2A,,,12b
0106000020E610000001000000010300000001000000070000001F5CF776B48052C0DFE35461085A44401A298D8AB58052C0B4915DE3075A4440A72CEE18B68052C0A07F47A2075A4440BFC347E0B68052C0B6D2B4640C5A4440B78AE330B58052C04CDBE2290D5A444061E6046BB48052C0016FCA66085A44401F5CF776B48052C0DFE35461085A4440,60 PEARL STREET,C5-5/LM,,0,,7,98428,495454,1000070038,7485,S9,48,28,7,1,5,E,5.02,1016,101,3012,15,0,1,9,0,,0,0,,15,0,L015,0,7700,Fraunces Tavern Block,Y,,4,38,1491,54.17,28.42,5,,1,5,1491,0,,,PEARL 60 MB LLC,P,1,1,3,4473,10,1521,101S002,2,LM,,N,0,10101,9,3,5,15v1,981176,195559,0,0,1900,10004,,C5-5,,,,12b
0106000020E61000000100000001030000000100000009000000CD02019CB48052C02348F75F025A4440369055BBB58052C063C980CA015A44409BF3675CB68052C0B0DA0074055A4440BF73549CB58052C05734CDCB055A44407CD192D5B58052C01191AB29075A444053A2E601B68052C02B5E8715075A4440A72CEE18B68052C0A07F47A2075A44401A298D8AB58052C0B4915DE3075A4440CD02019CB48052C02348F75F025A4440,28 WATER STREET,C5-5/LM,,0,,7,247500,294300,1000070028,4104,K4,54,19,7,1,2,E,5.34,1016,101,4104,15,0,1,9,0,,0,0,,15,0,L015,0,7700,Fraunces Tavern Block,Y,,4,28,769,53.92,19,5,,1,4.5,1026,0,,,MAYIM MGMT LLC,P,1,1,3,0,10,3078,101S002,2,LM,,N,0,10101,9,0,3,15v1,981178,195493,0,0,1920,10004,,C5-5,,,,12b
0106000020E6100000010000000103000000010000000500000020843757A28052C06E0BB19BA35A44407904AC97A78052C0940A14C4975A44405FB62B33B68052C0401E4830A95A44402555C1CBB08052C0D315BD8AB65A444020843757A28052C06E0BB19BA35A4440,120 BROADWAY,C5-5/LM,,1000470001,2/24/94,7,31347000,148882950,1000477501,1736513,RB,0,0,47,1,5,,35,1001,101,1736513,15,871,1,7,0,,0,0,,15,0,E004,0,7700,,Y,EQUITABLE BUILDING,5,7501,49614,310.08,167.92,0,,1,41,1491815,244698,,,120 BROADWAY CONDO BO,,1,1,0,0,10,0,101S005,2,LM,,N,0,10101,7,0,2,15v1,981333,197300,1983,0,1915,10005,,C5-5,,,,12b
